

10.235186	11.321997

10.122339	11.810993

9.190236	8.904943

9.306371	9.847394

8.330131	8.340352

10.152785	10.123532

10.408540	10.821986

9.003615	10.039206

9.534872	10.096991

9.498181	10.825446

9.875271	9.233426

10.362276	9.376892

10.191204	11.250851

7.720499	6.476300

9.334379	8.471268

7.963186	6.731333

8.244973	9.013785

9.569196	10.568949

8.854793	9.076536

9.382171	7.240862

8.179055	8.944502

8.267896	8.797017

9.047165	8.725068

8.741043	7.901385

7.190216	7.804587

8.081227	9.314431

8.047460	5.720780

7.917584	7.543254

8.676942	10.102220

9.210251	9.424717

7.732998	9.840202

7.681754	8.609897

7.925863	10.079159

8.261509	8.242080

8.514872	7.527561

10.324450	10.804481

7.856710	7.931543

7.858608	7.995340

9.196808	6.577598

9.644415	10.935081

9.579833	9.085021

7.888484	5.976428

9.072624	9.703344

8.914184	9.298515

7.822869	7.086663

10.538554	11.061464

8.280187	8.709012

8.884223	8.670105

9.359927	10.575055

9.078611	9.710833

7.935134	8.586173

8.805945	10.575145

9.584316	9.614076

11.269714	11.717254

9.120444	9.019774

7.977520	8.313923

8.104648	9.456128

8.617126	7.331723

9.033811	9.469706

8.327680	5.122092

8.532272	10.100909

9.295434	8.933824

9.905202	9.027559

10.585764	10.912733


